ID,Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Family_Communication,Weekend_Usage_Hours,Addiction_Level
909,16,1,4,4.9,4,59,0,2.5,10,5,5,1,1.1,94,16,3.4,0.7,1.3,1,5.7,10.0
910,16,1,1,5.8,6,64,9,0.5,5,1,7,1,1.1,35,12,2.8,1.4,1.3,7,7.3,10.0
911,19,1,5,7.1,7,83,2,1.7,5,6,2,0,0.9,75,15,2.1,1.3,0.5,9,8.3,10.0
912,14,0,2,6.3,7,58,2,0.5,1,6,6,0,1.3,34,5,1.4,1.8,1.9,7,5.2,7.4
913,19,0,4,5.1,5,71,1,1.4,5,2,3,1,0.8,133,15,3.3,0.0,1.2,9,1.0,10.0
914,16,2,0,9.0,7,73,5,0.4,9,5,6,1,1.9,29,19,2.5,2.5,1.1,7,5.7,10.0
915,14,0,3,4.2,8,78,1,1.6,9,3,7,0,0.4,110,11,4.9,1.3,0.9,1,2.2,10.0
916,17,2,1,2.9,6,50,1,0.6,2,8,9,0,1.5,56,5,3.0,1.1,0.8,6,5.2,6.0
917,15,0,1,3.1,4,90,9,0.9,5,3,5,1,1.5,85,6,1.8,3.1,1.4,8,3.2,8.6
918,15,0,2,5.5,6,67,10,0.9,10,2,4,0,1.8,120,14,2.8,1.1,1.8,7,3.9,10.0
919,19,0,3,6.4,5,74,1,2.3,1,4,5,1,0.9,66,16,1.9,2.6,0.7,4,7.6,10.0
920,15,0,1,6.0,7,97,6,1.8,2,10,6,1,0.8,144,13,2.3,2.4,0.7,3,6.2,10.0
921,14,2,5,4.4,7,91,6,1.4,4,7,5,0,0.3,104,11,4.2,1.5,0.8,6,5.0,10.0
922,14,1,0,9.3,6,94,0,0.0,5,2,1,1,1.2,97,12,3.1,0.1,1.2,1,5.7,10.0
923,13,0,4,3.8,8,70,2,1.8,4,1,1,1,1.6,70,20,4.2,0.9,1.2,5,8.0,10.0
924,17,0,5,8.5,5,61,10,0.0,10,5,1,1,0.4,76,18,3.2,1.6,0.8,5,4.0,10.0
925,14,2,5,2.7,5,76,5,1.0,1,8,6,1,1.1,60,14,0.9,0.6,0.9,9,6.1,5.4
926,19,1,2,5.7,4,64,1,1.0,9,10,8,1,2.0,106,13,4.5,1.5,0.0,5,8.6,10.0
927,19,2,3,5.3,6,51,0,0.0,9,9,4,1,1.4,143,10,2.1,1.6,1.5,4,3.5,10.0
928,19,0,5,7.9,5,91,2,0.1,6,5,4,1,0.7,116,13,3.1,0.4,1.8,10,3.5,10.0
929,19,2,3,7.4,7,58,5,0.3,9,7,6,0,1.0,129,8,4.3,0.1,1.1,4,4.2,10.0
930,13,1,3,8.4,7,100,1,1.9,8,3,10,1,1.6,47,14,3.4,1.5,2.2,1,4.0,10.0
931,16,2,1,2.8,6,77,2,1.9,8,7,4,1,1.8,93,5,1.8,3.5,0.5,2,7.8,7.5
932,19,0,0,6.8,8,73,6,0.0,6,5,6,1,0.9,66,20,2.3,1.4,1.0,2,5.5,10.0
933,14,2,1,5.1,3,96,3,0.9,2,3,3,0,1.3,104,13,2.9,0.3,1.3,10,3.3,10.0
934,16,1,3,5.8,5,99,6,0.8,2,4,5,0,0.4,41,18,2.3,1.6,1.5,10,4.1,10.0
935,13,2,5,6.1,7,72,8,0.3,6,2,9,0,0.9,140,8,1.4,1.8,0.3,3,4.7,10.0
936,15,2,3,2.7,4,100,10,1.2,2,10,1,1,1.1,116,12,3.2,0.2,0.2,4,1.9,8.6
937,18,0,3,7.4,5,83,7,1.0,8,8,7,1,1.4,75,17,1.6,1.2,2.1,4,6.5,10.0
938,16,0,1,0.9,6,85,3,2.5,6,7,8,1,0.6,36,8,2.5,0.5,1.9,5,3.3,3.1
939,16,2,1,3.5,6,74,6,2.0,10,7,1,0,1.1,126,10,2.2,0.9,0.0,1,5.1,7.8
940,13,1,0,0.9,3,79,0,2.4,8,7,1,1,0.8,72,18,1.6,4.0,0.5,1,6.6,9.6
941,16,0,1,6.1,4,83,4,1.0,10,10,7,0,1.4,41,20,2.2,1.0,2.1,7,5.5,10.0
942,15,2,0,3.4,9,81,8,0.8,2,6,6,0,1.0,112,14,3.6,1.6,1.6,2,6.0,9.0
943,15,1,2,3.9,9,100,8,1.0,9,1,3,1,1.1,116,8,3.0,1.2,1.9,8,8.9,7.5
944,15,2,2,5.0,8,84,0,1.4,10,3,9,1,1.6,117,14,2.5,0.9,0.0,3,6.4,9.2
945,15,1,5,7.8,6,98,2,1.4,10,9,3,1,0.8,39,18,1.1,0.8,1.8,8,6.0,10.0
946,18,0,4,1.3,7,79,7,1.2,5,6,1,0,1.3,104,10,2.4,2.7,1.7,1,9.9,6.6
947,13,1,0,8.7,7,66,0,1.9,6,1,9,1,1.2,95,15,3.2,0.7,0.4,2,8.8,10.0
948,14,0,3,4.2,4,56,0,1.3,6,3,7,1,1.2,115,14,2.4,1.9,2.0,4,9.4,10.0
949,14,2,2,5.1,10,95,7,1.7,10,2,7,0,1.1,67,8,2.8,1.6,1.9,2,5.6,7.4
950,16,0,4,3.5,5,57,0,0.0,8,3,10,0,0.8,47,19,2.8,1.2,1.6,10,5.6,9.6
951,16,0,3,5.8,6,63,9,1.0,2,2,10,1,0.2,48,10,0.6,1.0,0.0,4,4.7,7.1
952,17,2,2,5.8,8,73,4,0.0,1,10,3,1,1.1,67,6,2.1,2.6,0.4,10,7.1,8.8
953,19,2,0,3.8,7,63,7,0.8,6,5,5,1,1.5,83,20,2.9,0.9,0.2,6,4.7,9.5
954,18,2,4,5.9,7,59,0,1.5,6,1,1,1,1.5,129,20,0.4,1.3,0.9,3,6.9,10.0
955,13,2,2,5.0,6,97,8,0.0,2,8,6,1,1.1,116,14,2.7,2.7,0.2,7,4.8,10.0
956,17,0,4,2.0,4,95,10,1.3,7,6,2,1,0.7,38,7,2.0,3.0,0.7,1,6.4,7.1
957,15,1,2,4.6,4,88,4,0.0,4,3,5,0,1.2,45,15,3.5,1.6,0.3,10,2.2,10.0
958,14,2,5,2.4,6,87,0,0.0,4,4,7,0,1.7,89,5,2.8,0.3,1.8,3,3.3,5.1
959,17,1,5,5.4,7,100,5,1.4,10,2,4,1,1.3,58,6,2.2,3.0,0.5,2,7.1,9.4
960,16,0,3,3.7,7,62,1,1.0,8,4,10,1,0.1,108,5,1.8,1.7,0.0,3,0.1,6.7
961,14,2,5,2.4,4,80,3,2.1,6,3,8,1,1.0,22,6,4.7,2.6,1.0,4,3.2,9.0
962,18,2,4,4.7,7,97,1,0.0,7,10,10,0,0.8,107,18,1.9,1.5,1.0,6,4.1,10.0
963,16,1,1,6.9,6,76,3,0.0,3,8,3,1,0.6,24,19,0.9,1.5,0.8,6,7.2,10.0
964,13,0,5,3.7,6,82,0,3.1,9,2,5,0,1.0,119,14,2.7,0.5,1.0,3,5.6,9.0
965,16,2,5,4.0,6,57,10,1.0,9,10,9,1,1.1,123,20,3.9,1.5,0.0,9,7.7,10.0
966,17,0,1,3.7,6,56,5,0.9,4,8,1,0,1.1,108,20,3.5,1.6,1.2,10,3.3,10.0
967,17,2,0,4.2,6,85,1,0.0,1,1,8,0,1.1,46,16,4.9,0.0,0.5,4,4.4,9.9
968,13,2,3,5.0,6,78,8,1.2,4,8,6,0,0.9,75,13,1.7,0.5,1.0,7,6.6,7.8
969,16,2,4,8.7,5,65,2,0.7,6,7,1,1,0.7,38,17,3.2,0.8,1.8,6,6.6,10.0
970,13,0,0,4.2,6,90,8,2.6,9,4,5,0,0.4,59,8,1.8,0.0,1.8,10,10.8,5.6
971,17,2,1,3.8,4,93,5,0.2,3,2,8,0,1.8,64,5,2.2,3.4,0.4,7,6.7,9.4
972,18,2,2,4.4,7,61,1,0.0,6,4,10,0,1.3,110,20,0.7,0.0,1.7,8,0.2,7.8
973,15,0,4,4.0,7,51,8,1.5,10,6,10,0,0.7,47,8,1.9,2.7,2.6,8,5.4,7.4
974,15,1,4,5.1,5,57,9,2.0,9,8,9,0,1.2,20,9,3.0,0.4,0.8,2,3.7,8.2
975,19,0,2,4.8,5,84,5,1.4,7,10,3,0,1.9,95,8,2.3,2.5,0.9,8,11.2,10.0
976,14,1,1,5.5,4,81,3,0.6,8,9,9,0,0.4,60,7,2.7,1.6,1.7,10,5.6,10.0
977,19,0,1,3.7,7,97,4,0.7,7,9,1,0,1.5,147,14,3.0,1.1,1.2,4,7.1,9.9
978,19,1,3,9.4,8,97,5,0.8,2,6,2,1,0.7,53,11,3.6,2.5,0.7,8,6.2,10.0
979,16,2,3,5.4,9,50,1,0.6,6,3,9,0,0.1,20,9,1.2,2.5,1.0,9,2.0,6.8
980,18,0,1,2.4,7,92,10,0.9,10,6,7,0,2.2,37,19,1.8,1.9,1.8,7,4.9,6.8
981,18,2,0,6.7,7,82,2,0.0,6,9,3,0,0.8,56,14,1.0,1.4,1.9,3,6.9,9.5
982,18,0,4,5.7,5,70,3,1.5,4,1,2,1,1.3,37,6,1.2,1.2,0.0,3,3.8,7.5
983,19,2,0,4.8,8,89,7,0.2,10,1,10,0,1.3,57,12,2.0,1.7,0.4,5,8.0,7.6
984,19,2,0,6.2,7,85,9,1.5,1,1,4,1,1.6,37,11,0.7,1.9,0.9,8,8.9,7.9
985,17,0,0,5.5,7,90,4,0.8,6,5,5,1,1.6,26,5,2.1,0.6,0.8,5,7.9,5.8
986,13,1,5,4.8,6,81,10,1.1,6,5,6,1,1.1,97,11,2.2,2.0,1.1,3,4.5,9.9
987,13,0,0,6.2,6,99,1,0.3,9,5,1,0,0.0,23,17,1.2,2.4,2.2,9,9.0,10.0
988,13,2,4,1.1,6,82,3,1.8,10,9,10,0,0.7,29,6,3.0,0.3,0.9,8,8.9,3.2
989,14,1,2,3.1,8,57,7,1.5,3,3,7,1,1.9,69,11,1.8,1.3,1.2,8,2.7,5.5
990,15,0,3,6.8,5,55,0,2.0,2,10,10,0,0.8,58,16,3.4,0.6,0.3,2,7.8,10.0
991,15,2,0,4.8,5,82,3,0.0,9,6,9,1,1.9,106,11,3.4,1.6,0.4,6,6.1,10.0
992,15,0,4,3.0,8,63,1,0.8,8,9,8,1,1.0,73,8,3.3,0.0,1.0,4,3.0,5.1
993,15,1,1,8.0,5,68,1,0.6,2,4,3,0,0.8,106,10,1.3,0.5,1.5,8,5.9,10.0
994,15,1,1,3.3,6,51,9,0.1,6,4,2,1,0.7,44,20,3.2,2.3,0.0,10,1.1,10.0
995,13,1,0,8.2,8,56,3,1.8,4,6,3,0,1.2,80,20,2.6,2.6,1.2,4,1.6,10.0
996,14,2,1,8.5,9,51,8,1.1,5,2,10,1,1.3,104,12,1.4,3.0,0.7,9,6.9,10.0
997,19,0,5,6.1,6,82,6,0.6,4,4,4,1,1.1,95,10,2.8,2.5,2.3,1,5.1,10.0
998,19,1,4,5.5,9,75,0,1.5,3,1,1,1,1.0,116,16,2.9,0.5,0.5,6,4.9,9.5
999,18,1,2,7.6,8,73,2,0.9,4,10,9,1,0.1,140,18,2.3,1.5,3.0,9,6.6,10.0
1000,16,1,1,6.7,8,93,10,1.2,8,10,7,1,1.1,25,14,1.3,2.1,0.8,3,4.6,9.3
1001,17,1,0,5.5,5,98,10,0.6,9,7,10,1,0.6,93,13,4.8,0.8,0.7,8,3.3,10.0
1002,19,1,0,6.3,4,52,7,0.7,4,8,6,1,1.4,112,7,3.9,2.7,2.7,3,4.4,10.0
1003,15,1,4,4.4,9,71,0,3.0,9,5,6,1,0.0,73,9,2.9,1.6,1.2,5,5.2,7.3
1004,19,2,2,4.0,5,84,1,0.7,1,6,10,1,2.4,149,20,2.9,1.8,2.2,9,5.5,10.0
1005,19,0,5,1.5,6,60,9,0.3,5,1,7,0,0.5,114,14,1.5,3.4,0.1,3,5.7,8.1
1006,14,0,0,3.6,4,91,7,0.5,4,4,8,1,0.8,77,10,2.1,2.3,0.8,2,2.6,9.3
1007,19,2,3,6.0,5,98,5,0.0,10,8,5,1,1.0,34,8,0.6,1.8,0.8,8,7.8,8.0
1008,15,2,2,2.6,7,82,10,0.6,4,1,6,0,1.4,129,7,3.4,2.7,0.0,6,6.3,9.2
1009,15,2,2,4.5,5,82,1,1.0,10,1,7,0,0.6,83,17,2.7,1.2,1.8,10,4.8,10.0
1010,14,1,2,6.2,7,87,5,2.2,10,1,9,1,1.8,53,15,2.1,2.2,0.6,6,9.1,10.0
1011,13,0,2,2.7,6,99,8,0.9,5,4,8,1,1.6,45,14,2.3,1.6,1.1,3,6.8,7.0
1012,16,0,5,5.1,8,90,5,1.3,6,10,8,1,1.5,103,15,3.4,3.2,1.5,2,7.1,10.0
1013,19,1,1,5.9,8,71,10,1.5,2,5,4,0,1.4,41,11,3.5,2.8,1.7,6,2.0,10.0
1014,18,2,0,2.1,6,92,8,0.8,2,2,3,1,1.0,143,19,2.0,1.9,2.3,8,4.3,9.7
1015,15,0,1,4.3,5,53,8,0.5,5,7,9,0,1.1,35,6,3.4,0.0,1.7,3,3.9,6.8
1016,17,1,0,2.9,7,70,6,0.8,4,6,10,1,0.6,53,8,1.3,0.5,0.5,10,8.6,3.8
1017,16,0,4,3.4,9,71,0,2.0,4,5,3,1,1.3,30,11,0.9,1.1,2.0,8,4.4,3.4
1018,19,1,2,5.4,7,97,3,2.5,6,2,9,0,1.0,35,19,2.3,1.6,0.0,6,5.4,10.0
1019,15,0,3,3.5,5,62,8,1.2,8,4,8,1,0.2,125,9,2.5,2.3,1.9,2,4.5,9.9
1020,15,0,2,5.9,5,63,5,0.7,6,3,7,0,0.4,99,5,3.6,0.3,0.5,9,6.5,10.0
1021,18,0,5,3.0,4,68,7,2.3,3,8,5,0,0.2,51,8,2.1,1.8,0.3,2,5.9,7.1
1022,14,0,3,5.8,4,98,7,1.5,6,8,6,1,0.3,28,20,1.0,1.4,1.3,1,3.3,10.0
1023,18,2,0,5.4,7,67,1,0.0,7,5,4,0,0.3,96,12,3.1,2.2,1.2,2,3.3,10.0
1024,17,0,0,3.0,6,73,8,0.0,1,9,9,1,0.7,142,5,1.8,1.5,0.9,10,7.9,7.0
1025,13,1,2,8.1,5,68,5,1.1,6,8,3,1,0.0,101,14,4.5,0.0,0.0,4,6.0,10.0
1026,19,2,4,8.6,6,63,7,1.7,3,6,9,1,1.0,91,20,3.3,0.0,0.8,3,6.3,10.0
1027,19,0,5,5.0,6,54,6,1.5,6,1,7,1,1.2,50,5,3.5,1.8,1.4,10,8.7,8.9
1028,16,2,2,5.3,9,96,6,2.0,8,1,8,1,0.8,64,12,1.7,1.3,0.2,6,7.0,7.4
1029,18,1,4,4.3,9,68,9,0.4,8,9,6,1,1.0,96,16,1.5,1.8,1.7,4,4.3,8.1
1030,17,0,3,5.5,3,66,6,0.7,3,5,1,1,0.9,29,13,2.9,0.5,1.5,9,4.6,10.0
1031,15,2,3,4.2,5,99,5,0.5,5,5,6,0,0.9,98,11,1.9,1.6,0.6,10,6.5,9.1
1032,19,0,4,7.8,5,93,8,0.5,7,10,10,1,1.0,146,13,3.3,4.0,1.2,10,4.1,10.0
1033,17,0,2,6.4,7,51,5,1.1,3,5,1,0,0.6,100,18,1.7,1.2,2.4,10,9.3,10.0
1034,16,0,2,4.3,5,61,9,0.0,3,2,2,0,1.8,28,15,2.1,0.0,1.9,5,3.4,7.0
1035,15,1,4,2.2,7,76,4,1.1,3,5,4,1,1.5,118,14,3.4,0.8,0.0,2,7.4,7.9
1036,13,0,5,2.7,3,96,2,1.6,2,4,6,0,1.9,57,14,3.0,2.7,1.4,10,6.9,10.0
1037,17,2,2,1.7,7,96,4,2.4,5,1,7,1,0.6,28,12,2.6,1.7,0.2,8,6.4,5.1
1038,13,1,5,1.8,5,94,10,1.7,6,8,8,1,1.4,108,16,1.8,0.7,1.0,2,7.5,6.9
1039,19,2,4,5.5,7,57,5,1.5,10,9,1,0,0.0,27,17,2.4,0.0,1.4,1,7.2,8.3
1040,14,2,5,7.8,8,54,4,1.3,7,3,4,0,1.8,46,18,1.0,2.5,0.5,8,7.5,10.0
1041,19,1,5,4.8,3,97,5,0.4,7,8,4,1,1.5,23,7,1.1,1.4,0.9,6,5.3,7.3
1042,15,1,4,4.7,7,58,8,1.6,10,10,1,0,1.2,138,11,4.0,2.3,1.0,6,10.9,10.0
1043,19,0,1,9.5,6,79,10,0.3,8,9,8,1,1.9,137,20,2.9,2.7,0.2,5,6.6,10.0
1044,13,1,0,5.0,8,63,3,0.0,6,2,5,1,1.2,139,9,1.3,0.5,0.0,8,3.8,7.2
1045,16,0,4,3.6,7,94,9,0.0,3,10,5,1,0.8,24,18,1.7,2.2,0.5,4,5.9,7.8
1046,17,2,2,5.1,8,88,5,1.6,5,2,10,0,0.7,22,7,3.6,3.7,1.1,1,7.0,10.0
1047,18,2,1,3.9,6,68,9,0.7,8,5,6,1,1.4,75,6,2.5,0.5,1.5,6,6.0,6.2
1048,18,1,4,4.4,7,94,2,1.4,7,6,3,1,0.5,125,19,1.8,2.1,0.0,10,7.5,10.0
1049,16,2,4,4.4,10,78,9,2.3,8,3,4,1,0.2,114,12,3.2,2.1,0.3,9,6.0,9.4
1050,14,0,3,5.3,9,58,10,0.9,5,5,9,1,1.2,83,16,2.0,1.5,0.9,5,3.1,9.1
1051,15,2,0,4.8,5,64,4,2.5,2,3,6,1,0.7,146,9,1.8,0.1,0.8,9,7.8,8.7
1052,15,0,0,6.9,6,81,9,2.6,3,6,8,0,1.3,33,9,2.7,2.0,0.0,1,7.1,10.0
1053,19,1,4,9.1,8,53,1,1.1,10,9,10,1,1.7,78,13,1.5,2.0,1.2,8,6.3,10.0
1054,16,2,5,2.6,5,95,5,0.1,8,7,3,1,1.8,75,9,3.3,0.2,0.9,7,5.1,6.5
1055,13,0,5,8.1,6,60,0,0.1,10,10,10,1,0.7,23,16,3.5,0.1,0.9,1,6.5,10.0
1056,15,0,4,8.7,8,59,7,0.7,10,10,3,1,0.9,102,9,4.0,1.7,0.0,2,8.5,10.0
1057,16,2,0,6.3,7,72,0,2.2,5,6,3,0,1.1,49,20,2.3,1.6,0.2,9,6.1,10.0
1058,13,2,2,3.1,7,68,4,1.2,5,7,10,0,1.1,124,7,3.0,0.9,0.8,6,7.3,7.0
1059,16,0,3,8.9,6,95,8,1.8,1,7,1,1,0.6,148,7,2.3,0.0,1.0,10,9.6,10.0
1060,15,2,2,2.7,4,71,10,0.3,5,1,10,1,1.1,92,19,2.8,2.7,0.0,5,0.0,10.0
1061,16,2,0,4.6,5,57,5,1.3,1,1,8,1,1.3,96,12,2.5,0.0,1.0,4,5.4,8.5
1062,15,1,3,5.2,8,80,2,1.6,3,4,8,0,1.2,55,7,1.2,2.5,0.6,10,6.9,7.4
1063,16,1,1,3.7,10,92,10,0.1,5,10,7,1,1.2,38,5,3.2,1.0,1.8,3,0.9,4.7
1064,17,2,0,6.6,5,99,3,0.3,6,6,1,1,1.5,66,15,1.9,2.4,0.1,5,10.0,10.0
1065,14,0,4,6.8,5,83,3,1.5,9,1,7,0,0.6,88,18,2.1,2.7,1.1,1,7.7,10.0
1066,15,2,1,6.3,6,53,10,0.8,4,5,6,1,1.7,132,9,2.8,1.4,0.6,6,9.0,10.0
1067,16,0,4,7.9,7,89,4,0.0,9,8,7,0,0.8,138,8,4.0,1.6,1.2,6,8.5,10.0
1068,18,0,0,6.5,5,70,2,1.5,6,7,6,0,1.1,85,17,1.5,0.7,1.9,4,6.7,10.0
1069,15,2,2,7.8,8,96,3,0.1,7,9,1,1,1.5,60,5,3.9,1.8,0.7,4,5.2,10.0
1070,14,0,0,4.0,5,76,2,0.9,6,6,6,1,1.0,97,19,3.0,1.7,2.0,9,3.8,10.0
1071,15,1,4,0.8,6,66,1,0.9,7,3,5,0,0.6,104,20,2.4,0.0,1.9,7,5.9,5.9
1072,17,0,1,4.5,8,74,3,1.6,10,10,5,0,0.9,44,20,1.4,1.6,1.7,7,4.8,8.0
1073,16,0,0,2.7,5,86,3,0.2,6,10,6,0,0.4,66,12,3.8,2.3,1.1,4,6.2,9.9
1074,14,1,3,1.4,7,56,6,1.0,3,9,4,1,1.6,25,17,2.7,1.0,0.4,1,5.3,5.3
1075,15,1,5,3.7,6,76,6,0.0,8,3,2,0,0.8,54,15,3.4,0.3,1.1,2,6.1,8.4
1076,18,0,1,4.7,4,58,2,0.0,3,10,8,0,0.7,36,13,3.4,2.2,2.3,4,4.3,10.0
1077,17,0,5,4.4,5,56,4,1.0,3,9,7,0,1.1,54,12,3.9,0.3,0.8,6,10.5,9.1
1078,14,0,4,8.1,8,58,2,1.4,5,9,7,0,0.4,122,6,2.0,0.8,1.2,1,5.9,10.0
1079,19,1,2,4.3,7,86,10,0.8,9,1,1,0,1.4,89,20,3.3,1.8,0.0,8,4.1,10.0
1080,17,2,5,1.3,6,72,6,0.9,5,4,1,1,0.8,48,13,4.5,1.6,1.3,10,0.7,7.9
1081,13,2,3,2.8,5,95,9,0.0,7,10,7,1,0.1,119,9,2.4,1.2,1.4,3,3.6,8.0
1082,18,2,0,9.8,5,54,4,1.2,1,6,5,0,0.6,91,20,2.6,1.6,0.6,5,5.4,10.0
1083,17,2,0,7.5,5,75,8,2.1,8,5,9,1,1.5,97,20,4.6,0.2,0.4,8,4.9,10.0
1084,14,0,4,4.6,7,63,5,2.3,6,7,5,1,0.6,85,14,2.3,0.6,0.7,2,4.9,8.4
1085,15,1,2,5.1,5,63,0,0.9,1,2,3,0,1.7,87,12,1.5,1.5,1.4,6,6.1,9.5
1086,14,1,3,4.8,6,90,3,0.0,5,3,9,1,0.6,64,11,1.2,3.1,1.1,3,7.3,9.1
1087,14,0,5,3.5,5,82,0,1.6,5,2,5,0,1.4,64,11,1.1,2.2,0.5,5,8.1,7.7
1088,13,1,0,8.0,5,66,9,0.6,2,3,8,0,1.0,143,18,2.7,1.2,0.0,7,8.8,10.0
1089,17,2,3,7.1,7,54,7,1.3,5,1,8,0,0.8,26,12,3.0,2.5,1.9,8,8.5,10.0
1090,14,1,0,5.3,7,77,6,0.5,9,10,10,1,2.4,120,15,3.1,2.3,0.1,10,5.5,10.0
1091,16,0,4,0.0,8,82,3,1.5,9,7,6,1,1.1,40,16,3.3,2.5,1.0,5,6.5,5.8
1092,18,2,4,7.3,5,95,8,0.0,9,2,6,0,0.5,91,16,2.1,0.0,0.9,9,7.7,10.0
1093,17,2,3,1.2,7,66,6,2.2,9,10,9,0,1.6,138,18,3.2,0.0,1.1,3,6.4,7.2
1094,15,2,0,3.6,6,60,6,0.7,9,8,10,0,2.0,128,6,3.5,1.0,2.0,6,6.0,8.4
1095,13,0,2,2.9,6,69,10,2.6,7,10,4,1,1.2,58,5,3.7,0.7,0.3,8,8.5,6.5
1096,16,0,0,5.3,6,84,4,1.1,10,5,6,0,0.7,103,17,2.7,2.2,0.8,3,2.6,10.0
1097,15,1,5,1.5,4,56,9,0.8,9,8,2,1,0.8,88,20,1.3,2.6,0.0,6,7.1,9.0
1098,18,2,4,7.2,9,71,0,0.0,1,7,8,1,1.5,47,16,2.3,1.6,1.5,5,6.6,10.0
1099,17,2,3,3.2,4,90,5,0.0,9,3,9,1,1.2,34,15,2.9,1.7,1.2,7,3.7,9.1
1100,13,1,2,3.9,6,83,10,0.1,3,3,10,1,0.9,93,5,1.5,1.5,0.4,4,7.4,6.7
1101,19,1,0,7.0,5,99,1,0.3,7,4,4,1,0.9,31,9,3.7,0.0,1.4,2,4.1,10.0
1102,14,0,4,8.3,9,66,10,0.0,2,10,6,0,0.3,131,11,3.8,2.1,1.5,4,1.4,10.0
1103,17,0,5,6.3,8,77,10,1.9,5,10,6,0,0.9,95,5,2.8,1.2,1.3,9,4.7,9.1
1104,18,1,5,6.0,7,61,3,1.1,6,6,3,1,1.5,95,20,2.9,0.0,0.6,7,5.0,10.0
1105,15,2,4,3.9,5,88,0,2.0,7,9,9,0,1.6,63,14,2.5,2.5,2.3,3,7.6,10.0
1106,13,0,4,6.1,7,96,5,1.1,3,5,8,0,0.8,87,8,0.9,1.9,2.2,10,6.8,8.7
1107,15,0,2,4.5,7,56,5,2.2,8,6,3,0,0.8,21,9,1.4,1.9,2.4,10,9.4,6.4
1108,14,0,1,2.2,6,62,2,0.0,6,2,7,0,0.7,98,18,2.9,1.1,1.1,1,5.1,8.6
1109,17,1,1,4.6,5,97,3,2.3,7,8,2,0,2.1,40,20,3.9,1.5,1.2,6,8.4,10.0
1110,15,1,3,5.3,6,85,9,2.3,6,1,9,1,1.0,50,6,1.2,0.5,0.6,6,6.7,5.9
1111,13,1,4,5.7,6,100,4,2.5,6,7,10,1,0.0,51,9,0.8,1.3,1.3,7,2.9,7.3
1112,19,0,0,7.0,9,86,10,1.8,8,8,7,0,1.0,132,18,0.6,1.6,0.7,1,5.8,10.0
1113,16,1,0,2.5,5,66,0,0.2,3,6,2,1,1.5,131,18,1.7,3.0,0.2,8,2.9,10.0
1114,18,2,2,4.5,8,59,7,0.6,10,5,10,1,1.0,129,10,1.3,1.3,1.5,7,3.2,7.2
1115,16,0,5,4.8,5,88,2,0.4,10,5,9,1,1.0,142,16,3.2,1.8,0.9,2,5.4,10.0
1116,16,0,5,4.4,6,65,10,0.7,3,2,5,0,1.4,98,6,2.0,0.6,0.1,7,5.6,7.1
1117,19,1,4,6.2,6,90,2,0.2,2,9,8,1,0.9,93,13,3.3,4.0,0.0,5,7.6,10.0
1118,16,2,2,3.3,5,83,0,0.0,1,6,3,0,1.0,147,16,1.9,0.3,1.9,8,5.4,8.7
1119,14,1,2,5.0,7,79,8,0.7,7,7,9,1,0.6,29,9,0.8,0.0,0.6,7,6.6,4.5
1120,19,0,4,7.6,6,62,6,0.4,8,1,1,0,1.2,52,13,2.2,1.2,0.7,1,6.6,10.0
1121,16,1,4,7.7,7,58,8,0.3,4,2,9,0,0.7,32,8,1.3,1.4,0.7,9,5.3,8.9
1122,17,0,0,3.4,7,72,3,1.8,9,8,4,1,1.0,101,14,3.6,1.4,1.5,2,4.0,9.5
1123,15,2,2,5.6,7,79,4,0.6,1,6,5,0,0.8,34,10,3.6,1.8,0.0,3,6.2,10.0
1124,15,1,3,4.0,3,89,3,0.9,1,5,6,1,0.8,141,13,3.0,2.1,0.7,8,6.6,10.0
1125,14,2,4,4.0,7,61,4,0.8,9,9,9,0,0.1,73,18,4.8,2.3,0.0,4,7.2,10.0
1126,18,1,3,9.0,7,92,2,0.9,4,1,8,1,1.5,81,14,2.3,2.3,1.5,3,7.4,10.0
1127,14,0,1,3.4,6,71,8,0.7,5,1,6,1,0.6,76,19,1.2,1.1,1.0,9,9.4,7.7
1128,19,2,5,2.8,5,66,2,1.8,2,4,9,0,1.4,80,16,2.7,1.8,0.9,2,6.7,9.4
1129,13,2,0,8.2,5,82,1,0.0,6,3,2,0,0.2,108,15,2.2,1.8,1.0,10,8.3,10.0
1130,15,1,3,7.5,7,65,0,1.0,7,6,3,1,0.5,149,17,3.2,1.5,0.6,10,5.5,10.0
1131,17,2,3,9.0,5,51,8,0.9,4,10,2,0,1.5,79,7,3.4,0.1,1.2,7,3.8,10.0
1132,19,1,4,6.0,6,54,2,0.3,7,10,7,1,1.1,104,13,1.0,1.0,0.0,1,8.2,9.3
1133,16,2,4,8.3,5,74,7,2.3,5,3,9,1,1.1,81,20,3.0,1.4,0.8,8,9.9,10.0
1134,17,2,1,4.8,5,65,6,0.3,1,4,7,1,1.7,103,17,0.4,0.8,0.4,7,8.0,8.8
1135,15,2,4,1.9,8,75,8,0.0,3,4,1,0,0.9,129,8,2.5,1.9,0.1,3,1.6,6.2
